folio,edad_y,beca,ed_formal,edocony,tot_resi,p0a11,ingtot
20060850620,7,6,3, ,7,2,13837.59
20060850630,17,6,4,6,7,1,30081.65
20060850630,14,6,4,6,7,1,30081.65
20060850630,12,6,4,6,7,1,30081.65
20060850630,5,6,4, ,7,1,30081.65
20060850640,5,6,3, ,3,1,17511.14
20060850650,15,6,5,6,5,2,48113.76
20060850650,11,6,5, ,5,2,48113.76
20060850650,8,6,5, ,5,2,48113.76
20060850660,19,6,10,6,4,1,45210.86
20060850660,10,6,10, ,4,1,45210.86
20060850670,9,6,5, ,3,1,47993.36
20060850680,13,6,7,6,5,2,40090.88
20060850680,11,6,7, ,5,2,40090.88
20060850690,19,6,5,6,3,0,31796.31
20060850710,15,6,10,6,7,4,98547.31
20060850710,10,6,10, ,7,4,98547.31
20060850710,10,6,10, ,7,4,98547.31
20060850720,20,6,4,6,4,1,40550.21
20060850720,15,6,4,6,4,1,40550.21
20060850720,8,6,4, ,4,1,40550.21
20060850730,18,6,10,6,4,1,37501.84
20060850730,10,6,10, ,4,1,37501.84
20060850780,5,6,4, ,9,3,17399.23
20060850800,11,6,3, ,4,2,18048.96
20060850800,11,6,3, ,4,2,18048.96
20060850840,37,6,4,1,5,2,16495.78
20060850840,12,6,4,6,5,2,16495.78
20060850840,10,6,4, ,5,2,16495.78
20060850880,8,6,3, ,6,2,43528.48
20060850890,9,6,6, ,4,1,10227.74
20060850990,19,6,3,6,5,0,29780.83
20060850990,12,6,3,6,5,0,29780.83
20060851000,6,6,5, ,3,1,26572.18
20060851010,8,6,5, ,5,3,20370.4
20060851010,6,6,5, ,5,3,20370.4
20060851020,5,6,4, ,4,1,31696.18
20060851030,14,6,3,6,5,2,23229.13
20060851030,6,6,3, ,5,2,23229.13
20060851050,11,6,3, ,5,2,21458.35
20060851050,10,6,3, ,5,2,21458.35
20060851050,14,6,3,6,5,2,21458.35
20060851060,13,6,3,6,5,0,30518.9
20060851070,16,6,7,5,2,0,17367.23
20060851090,10,6,3, ,9,4,7520.41
20060851090,5,6,3, ,9,4,7520.41
20060851110,11,6,4, ,5,3,9174.9
20060851110,10,6,4, ,5,3,9174.9
20060851120,23,6,4,6,15,4,33345.46
20060851120,8,6,4, ,15,4,33345.46
20060851120,16,6,4,6,15,4,33345.46
20060851120,15,6,4,6,15,4,33345.46
20060851120,7,6,4, ,15,4,33345.46
20060860020,10,6,3, ,7,2,29780.86
20060860020,16,6,3,6,7,2,29780.86
20060860050,16,6,3,6,7,0,31084.32
20060860050,14,6,3,6,7,0,31084.32
20060860060,6,6,1, ,6,2,19350.55
20060860140,19,6,5,6,6,0,45623.91
20060860140,18,6,5,6,6,0,45623.91
20060860160,37,6,3,6,9,2,98677.77
20060860160,15,6,3,6,9,2,98677.77
20060860160,14,6,3,6,9,2,98677.77
20060860160,8,6,3, ,9,2,98677.77
20060860160,5,6,3, ,9,2,98677.77
20060860170,12,6,10,6,3,1,23824.76
20060860170,5,6,10, ,3,1,23824.76
20060860180,6,6,9, ,4,2,42304.94
20060860200,19,6,10,6,4,0,117599.45
20060860200,20,6,10,6,4,0,117599.45
20060860240,18,6,5,6,6,1,26474.97
20060860240,14,6,5,6,6,1,26474.97
20060860240,13,6,5,6,6,1,26474.97
20060860270,6,6,3, ,5,2,17347.19
20060860350,36,6,6,5,4,1,17831.98
20060860350,12,6,6,6,4,1,17831.98
20060860350,7,6,6, ,4,1,17831.98
20060860460,10,6,3, ,5,2,16991.15
20060860490,6,6,3, ,7,2,13685.15
20060860500,6,6,3, ,3,1,8356.7
20060860540,5,6,3, ,4,2,5565.11
20060860550,24,6,4,1,4,0,14605.67
20060860570,49,6,4,5,7,2,7841.28
20060860570,19,6,4,6,7,2,7841.28
20060860570,6,6,4, ,7,2,7841.28
20060860570,5,6,4, ,7,2,7841.28
20060860580,26,6,1,6,9,3,12047.72
20060860580,18,6,1,6,9,3,12047.72
20060860590,9,6,5, ,4,2,12443.77
20060860600,7,6,1, ,4,1,17748.19
20060860620,15,6,7,6,5,1,8122.07
20060860640,16,6,5,6,5,1,22059.89
20060860640,12,6,5,6,5,1,22059.89
20060860640,8,6,5, ,5,1,22059.89
20060860650,17,6,5,6,7,2,24065.33
20060860650,12,6,5,6,7,2,24065.33
20060860650,7,6,5, ,7,2,24065.33
20060860660,16,6,1,6,6,1,11431.06
20060860660,13,6,1,6,6,1,11431.06
20060860660,6,6,1, ,6,1,11431.06
20060860670,8,6,4, ,3,1,9425.57
20060860730,13,6,4,6,5,2,6272.0
20060860730,10,6,4, ,5,2,6272.0
20060860740,7,6,7, ,2,1,37802.54
20060860750,13,6,5,6,5,1,9024.48
20060860750,9,6,5, ,5,1,9024.48
20060860790,14,6,5,6,5,1,11064.03
20060860790,12,6,5,6,5,1,11064.03
20060860790,8,6,5, ,5,1,11064.03
20060860810,10,6,3, ,6,4,22543.28
20060860810,8,6,3, ,6,4,22543.28
20060860820,12,6,1,6,5,1,38564.65
20060860830,10,6,3, ,4,1,10297.97
20060860850,14,6,9,6,2,0,31335.08
20060860860,18,6,3,1,5,1,42114.32
20060860870,40,6,6,5,3,1,13882.71
20060860870,10,6,6, ,3,1,13882.71
20060860880,20,6,6,6,4,0,18951.45
20060860880,15,6,6,6,4,0,18951.45
20060860930,9,6,10, ,4,2,85071.13
20060860930,6,6,10, ,4,2,85071.13
20060860950,10,6,4, ,6,2,31737.21
20060860970,15,6,5,6,5,2,20059.5
20060860970,11,6,5, ,5,2,20059.5
20060860980,15,6,5,6,7,2,38887.65
20060860980,12,6,5,6,7,2,38887.65
20060860980,7,6,5, ,7,2,38887.65
20060860980,5,6,5, ,7,2,38887.65
20060860990,9,6,1, ,5,3,10378.19
20060860990,7,6,1, ,5,3,10378.19
20060861020,13,6,6,6,7,4,8035.81
20060861080,17,6,4,6,5,1,21357.97
20060870030,10,6,4, ,4,2,26471.82
20060870040,11,6,5, ,2,1,7580.59
20060870060,17,6,10,6,6,1,35797.22
20060870060,9,6,10, ,6,1,35797.22
20060870070,14,6,10,6,2,0,55149.75
20060870110,17,6,5,6,4,0,54146.98
20060870120,12,6,4,6,7,2,39928.43
20060870120,10,6,4, ,7,2,39928.43
20060870120,7,6,4, ,7,2,39928.43
20060870120,14,6,4,6,7,2,39928.43
20060870120,16,6,4,6,7,2,39928.43
20060870130,6,6,4, ,5,1,34197.89
20060870160,14,6,5,6,4,1,20154.67
20060870160,5,6,5, ,4,1,20154.67
20060870170,20,6,10,6,5,0,36098.02
20060870170,18,6,10,6,5,0,36098.02
20060870170,16,6,10,6,5,0,36098.02
20060870180,23,6,4,6,3,1,9084.69
20060870190,19,6,4,6,5,0,37647.26
20060870190,15,6,4,6,5,0,37647.26
20060870190,15,6,4,6,5,0,37647.26
20060870210,17,6,9,6,3,0,72879.92
20060870210,16,6,9,6,3,0,72879.92
20060870250,22,6,10,6,4,0,44972.24
20060870250,19,6,10,6,4,0,44972.24
20060870280,12,6,3,6,4,0,15341.63
20060870290,8,6,4, ,4,1,16304.26
20060870330,14,6,6,6,4,0,16244.14
20060870330,18,6,6,6,4,0,16244.14
20060870350,17,6,4,6,4,0,34894.66
20060870350,13,6,4,6,4,0,34894.66
20060870360,18,6,6,6,3,0,65377.51
20060870370,20,6,10,6,5,0,92350.52
20060870370,19,6,10,6,5,0,92350.52
20060870370,14,6,10,6,5,0,92350.52
20060870380,10,6,7, ,4,2,110800.71
20060870380,5,6,7, ,4,2,110800.71
20060870390,24,6,5,5,5,0,99418.43
20060870390,22,6,5,6,5,0,99418.43
20060870410,15,6,5,6,4,0,15341.65
20060870410,13,6,5,6,4,0,15341.65
20060870410,12,6,5,6,4,0,15341.65
20060870430,11,6,3, ,3,2,8422.85
20060870430,5,6,3, ,3,2,8422.85
20060870440,12,6,4,6,9,1,19367.55
20060870450,6,6,3, ,4,3,3419.28
20060870460,7,6,7, ,2,1,21132.41
20060870470,9,6,6, ,7,4,18971.51
20060870470,7,6,6, ,7,4,18971.51
20060870470,5,6,6, ,7,4,18971.51
20060870480,6,6,1, ,3,1,6768.39
20060870500,9,6,3, ,6,4,31415.36
20060870500,5,6,3, ,6,4,31415.36
20060870510,16,6,3,6,13,3,36097.97
20060870510,12,6,3,6,13,3,36097.97
20060870520,21,6,1,6,6,1,16244.08
20060870550,7,6,1, ,4,2,8362.69
20060870600,14,6,4,6,3,0,8723.7
20060870620,20,6,4,6,4,0,7222.09
20060870620,12,6,4,6,4,0,7222.09
20060870630,15,6,7,6,3,0,80085.37
20060870650,13,6,8,6,5,2,49985.64
20060870650,5,6,8, ,5,2,49985.64
20060870660,9,6,3, ,4,2,8723.68
20060870670,8,6,3, ,5,3,14589.59
20060870700,14,6,1,6,6,1,19818.79
20060870700,10,6,1, ,6,1,19818.79
20060870720,21,6,7,6,4,1,42114.34
20060870720,11,6,7, ,4,1,42114.34
20060870730,27,6,10,6,2,0,73700.15
20060870770,12,6,10,6,4,1,73885.59
20060870770,10,6,10, ,4,1,73885.59
20060870780,7,6,7, ,3,2,40338.68
20060870780,5,6,7, ,3,2,40338.68
20060870790,24,6,3,1,4,1,40489.95
20060870800,12,6,3,6,3,0,32448.23
20060870810,18,6,10,6,5,2,41943.86
20060870810,13,6,10,6,5,2,41943.86
20060870810,9,6,10, ,5,2,41943.86
20060870810,7,6,10, ,5,2,41943.86
20060870910,14,6,8,6,6,1,31335.05
20060870910,13,6,8,6,6,1,31335.05
20060870910,8,6,8, ,6,1,31335.05
20060870970,6,6,3, ,5,3,13649.02
20060870990,11,6,4, ,2,1,33205.13
20060880010,16,6,4,6,2,0,11713.34
20060880020,15,6,5,6,6,2,15425.49
20060880020,14,6,5,6,6,2,15425.49
20060880020,6,6,5, ,6,2,15425.49
20060880020,6,6,5, ,6,2,15425.49
20060880030,10,6,3, ,7,2,35529.11
20060880030,7,6,3, ,7,2,35529.11
20060880060,19,6,3,6,4,0,39069.04
20060880070,28,6,10,6,2,0,35045.27
20060880090,23,6,10,6,3,0,55955.3
20060880110,9,6,3, ,4,2,49851.1
20060880120,21,6,3,6,2,0,34349.62
20060880130,14,6,8,6,6,2,28733.8
20060880130,11,6,8, ,6,2,28733.8
20060880130,9,6,8, ,6,2,28733.8
20060880160,18,6,6,6,6,1,68053.63
20060880160,16,6,6,6,6,1,68053.63
20060880160,14,6,6,6,6,1,68053.63
20060880190,13,6,4,6,4,0,20970.64
20060880220,14,6,5,6,2,0,18552.64
20060880240,25,6,5,6,6,0,41479.92
20060880240,19,6,5,6,6,0,41479.92
20060880240,14,6,5,6,6,0,41479.92
20060880240,14,6,5,6,6,0,41479.92
20060880250,17,6,4,6,5,0,50869.2
20060880260,45,6,4,5,5,0,26779.86
20060880260,17,6,4,6,5,0,26779.86
20060880290,8,6,7, ,5,3,56703.39
20060880300,19,6,5,6,4,1,92250.4
20060880300,11,6,5, ,4,1,92250.4
20060880320,7,6,7, ,4,2,78687.26
20060880330,6,6,5, ,6,4,25520.59
20060880340,16,6,10,6,7,1,125016.9
20060880340,16,6,10,6,7,1,125016.9
20060880340,15,6,10,6,7,1,125016.9
20060880360,10,6,4, ,10,4,34369.56
20060880360,5,6,4, ,10,4,34369.56
20060880380,15,6,6,6,2,0,26909.03
20060880390,14,6,6,6,2,0,13610.75
20060880400,14,6,5,6,4,1,34178.05
20060880400,6,6,5, ,4,1,34178.05
20060880420,13,6,3,6,4,0,22787.42
20060880430,13,6,5,6,5,2,26314.05
20060880450,16,6,3,6,5,1,19659.93
20060880450,13,6,3,6,5,1,19659.93
20060880450,7,6,3, ,5,1,19659.93
20060880460,8,6,3, ,5,2,11854.47
20060880460,9,6,3, ,5,2,11854.47
20060880480,13,6,1,6,6,1,21968.9
20060880480,5,6,1, ,6,1,21968.9
20060880510,6,6,5, ,4,2,24196.85
20060880520,8,6,4, ,8,3,12854.6
20060880520,9,6,4, ,8,3,12854.6
20060880530,6,6,4, ,8,3,25144.54
20060880580,13,6,9,6,4,1,22987.04
20060880580,9,6,9, ,4,1,22987.04
20060880590,18,6,4,6,6,1,81719.38
20060880590,14,6,4,6,6,1,81719.38
20060880590,14,6,4,6,6,1,81719.38
20060880590,9,6,4, ,6,1,81719.38
20060880610,31,6,6,3,4,3,27246.65
20060880610,11,6,6, ,4,3,27246.65
20060880610,7,6,6, ,4,3,27246.65
20060880720,6,6,7, ,4,2,22079.62
20060880770,15,6,7,6,4,1,31758.43
20060880770,10,6,7, ,4,1,31758.43
20060880780,12,6,7,6,5,2,34480.49
20060880780,11,6,7, ,5,2,34480.49
20060880800,19,6,7,6,3,0,27221.48
20060880850,5,6,3, ,11,3,56862.53
20060880870,20,6,4,6,5,0,46276.42
20060880870,15,6,4,6,5,0,46276.42
20060880880,21,6,3,6,5,0,9527.52
20060880880,16,6,3,6,5,0,9527.52
20060880880,12,6,3,6,5,0,9527.52
20060880890,22,6,6,6,5,0,247766.36
20060880890,13,6,6,6,5,0,247766.36
20060880900,6,6,3, ,5,3,16988.2
20060890020,21,6,3,6,4,1,26618.6
20060890020,11,6,3, ,4,1,26618.6
20060890070,15,6,5,6,4,0,26314.07
20060890090,12,6,9,6,4,1,36295.25
20060890090,6,6,9, ,4,1,36295.25
20060890140,22,6,5,6,5,0,101324.25
20060890160,17,6,7,6,5,1,22835.82
20060890160,13,6,7,6,5,1,22835.82
20060890160,9,6,7, ,5,1,22835.82
20060890190,23,6,4,2,3,1,17270.51
20060890210,21,6,6,6,4,0,130864.56
20060890210,15,6,6,6,4,0,130864.56
20060890220,15,6,10,6,3,0,316575.2
20060890220,13,6,10,6,3,0,316575.2
20060890230,21,6,10,6,5,0,124674.26
20060890230,17,6,10,6,5,0,124674.26
20060890240,13,6,9,6,4,1,84084.08
20060890240,6,6,9, ,4,1,84084.08
20060890250,16,6,10,6,4,0,63667.93
20060890260,5,6,4, ,4,1,9413.15
20060890270,22,6,3,6,4,0,31153.48
20060890280,8,6,7, ,3,1,28733.78
20060890310,21,6,4,6,5,1,56711.52
20060890310,16,6,4,6,5,1,56711.52
20060890310,9,6,4, ,5,1,56711.52
20060890330,34,6,11,5,4,1,45419.49
20060890330,15,6,11,6,4,1,45419.49
20060890330,7,6,11, ,4,1,45419.49
20060890350,16,6,10,6,5,1,69303.82
20060890360,17,6,1,6,4,0,11795.98
20060890360,15,6,1,6,4,0,11795.98
20060890390,7,6,3, ,3,1,6724.75
20060890400,15,6,4,6,7,1,28733.78
20060890400,13,6,4,6,7,1,28733.78
20060890460,8,6,4, ,3,1,4234.45
20060890470,8,6,1, ,3,1,6502.9
20060890480,11,6,6, ,5,2,7198.56
20060890500,19,6,10,6,4,0,47788.72
20060890560,8,6,4, ,7,4,9578.95
20060890560,6,6,4, ,7,4,9578.95
20060890570,7,6,4, ,5,3,5081.38
20060890580,10,6,4, ,9,3,9619.31
20060890590,13,6,5,6,5,2,14215.62
20060890590,10,6,5, ,5,2,14215.62
20060890600,8,6,7, ,3,1,13610.7
20060890610,11,6,7, ,5,3,48393.6
20060890610,10,6,7, ,5,3,48393.6
20060890640,12,6,5,6,5,2,29524.27
20060890640,6,6,5, ,5,2,29524.27
20060890650,8,6,10, ,3,1,74739.11
20060890670,8,6,5, ,4,2,13837.58
20060890690,9,6,8, ,4,2,11841.31
20060890720,8,6,3, ,9,6,41638.78
20060890730,6,6,3, ,4,2,11925.05
20060890730,5,6,3, ,4,2,11925.05
20060890760,17,6,4,6,2,0,22445.07
20060890770,15,6,4,6,9,4,33774.78
20060890770,11,6,4, ,9,4,33774.78
20060890770,8,6,4, ,9,4,33774.78
20060890790,25,6,8,6,3,0,38664.69
20060890790,24,6,8,6,3,0,38664.69
20060890800,22,6,10,6,5,1,99207.08
20060890800,18,6,10,6,5,1,99207.08
20060890800,8,6,10, ,5,1,99207.08
20060890810,9,6,6, ,6,2,31798.71
20060890810,7,6,6, ,6,2,31798.71
20060890820,13,6,5,6,3,1,32479.38
20060890820,7,6,5, ,3,1,32479.38
20060890830,10,6,8, ,4,1,51317.43
20060890830,13,6,8,6,4,1,51317.43
20060890850,6,6,4, ,6,1,28491.9
20060890860,7,6,4, ,6,2,29721.87
20060890870,10,6,5, ,6,4,21948.26
20060890870,10,6,5, ,6,4,21948.26
20060890890,13,6,6,6,3,0,19559.12
20060890890,12,6,6,6,3,0,19559.12
20060890920,15,6,3,6,6,2,14427.39
20060890920,14,6,3,6,6,2,14427.39
20060890920,11,6,3, ,6,2,14427.39
20060890920,8,6,3, ,6,2,14427.39
20060890930,15,6,3,6,5,1,28733.75
20060890930,12,6,3,6,5,1,28733.75
20060890940,10,6,3, ,7,2,29641.18
20060890940,16,6,3,6,7,2,29641.18
20060890940,9,6,3, ,7,2,29641.18
20060890950,10,6,6, ,7,5,23309.59
20060890950,7,6,6, ,7,5,23309.59
20060890950,6,6,6, ,7,5,23309.59
20060890990,7,6,4, ,4,2,8759.29
20060891000,17,6,3,6,3,0,10586.13
20060891010,16,6,4,6,9,2,27671.11
20060891010,7,6,4, ,9,2,27671.11
20060891020,12,6,4,6,6,1,38378.18
20060891020,9,6,4, ,6,1,38378.18
20060891070,5,6,1, ,6,2,12635.3
20060891080,13,6,6,6,5,2,14946.6
20060891080,11,6,6, ,5,2,14946.6
20060891080,10,6,6, ,5,2,14946.6
20060910010,8,6,1, ,5,1,18589.91
20060910030,12,6,4,6,6,1,27823.55
20060910030,10,6,4, ,6,1,27823.55
20060910040,16,6,5,6,5,0,109519.09
20060910060,9,6,7, ,5,3,17277.53
20060910070,17,6,7,6,3,0,24462.79
20060910070,16,6,7,6,3,0,24462.79
20060910080,15,6,6,6,4,0,86530.26
20060910130,17,6,3,6,4,0,25964.66
20060910130,14,6,3,6,4,0,25964.66
20060910140,11,6,5, ,5,3,22093.29
20060910140,8,6,5, ,5,3,22093.29
20060910140,5,6,5, ,5,3,22093.29
20060910150,8,6,6, ,6,4,27847.48
20060910150,7,6,6, ,6,4,27847.48
20060910150,6,6,6, ,6,4,27847.48
20060910160,26,6,10,6,4,0,61331.49
20060910160,20,6,10,6,4,0,61331.49
20060910161,29,6,10,5,2,0,90102.44
20060910180,12,6,5,6,6,1,34255.88
20060910180,6,6,5, ,6,1,34255.88
20060910190,12,6,6,6,3,1,47619.16
20060910190,10,6,6, ,3,1,47619.16
20060910230,19,6,10,6,4,0,67015.88
20060910250,13,6,4,6,4,0,18998.82
20060910280,19,6,10,6,6,2,411020.71
20060910280,15,6,10,6,6,2,411020.71
20060910280,11,6,10, ,6,2,411020.71
20060910280,11,6,10, ,6,2,411020.71
20060910290,20,6,8,6,3,0,211109.95
20060910310,14,6,3,6,4,0,28011.03
20060910330,20,6,3,6,5,1,53816.13
20060910330,16,6,3,6,5,1,53816.13
20060910330,11,6,3, ,5,1,53816.13
20060910340,16,6,6,6,6,0,53842.06
20060910340,12,6,6,6,6,0,53842.06
20060910380,11,6,5, ,5,2,66850.85
20060910390,5,6,8, ,4,2,33894.36
20060910410,13,6,5,6,5,2,18020.49
20060910410,8,6,5, ,5,2,18020.49
20060910430,9,6,1, ,3,1,10979.86
20060910440,11,6,3, ,5,2,15918.75
20060910440,14,6,3,6,5,2,15918.75
20060910440,8,6,3, ,5,2,15918.75
20060910460,16,6,5,6,4,0,29288.56
20060910470,24,6,7,6,4,0,43503.43
20060910470,23,6,7,6,4,0,43503.43
20060910480,30,6,4,6,5,0,17806.6
20060910480,18,6,4,6,5,0,17806.6
20060910500,17,6,5,6,5,1,36310.24
20060910500,12,6,5,6,5,1,36310.24
20060910510,19,6,3,1,6,2,30780.42
20060910520,16,6,5,6,4,0,26082.35
20060910520,15,6,5,6,4,0,26082.35
20060910560,34,6,6,5,3,1,56714.18
20060910560,11,6,6, ,3,1,56714.18
20060910570,16,6,5,6,5,2,25182.83
20060910570,11,6,5, ,5,2,25182.83
20060910580,19,6,5,6,5,0,40663.28
20060910580,17,6,5,6,5,0,40663.28
20060910610,38,6,3,1,3,1,14291.25
20060910610,5,6,3, ,3,1,14291.25
20060910620,17,6,3,6,5,1,14639.77
20060910630,20,6,4,6,4,0,19386.73
20060910630,13,6,4,6,4,0,19386.73
20060910650,28,6,3,6,7,0,64851.82
20060910660,15,6,6,6,4,1,20214.47
20060910660,19,6,6,6,4,1,20214.47
20060910680,15,6,4,6,5,1,28421.91
20060910690,17,6,1,6,2,0,27444.11
20060910700,32,6,9,2,2,1,38633.85
20060910700,11,6,9, ,2,1,38633.85
20060910710,44,6,9,5,6,2,53852.04
20060910710,20,6,9,6,6,2,53852.04
20060910710,16,6,9,6,6,2,53852.04
20060910720,14,6,8,6,5,1,25230.68
20060910720,12,6,8,6,5,1,25230.68
20060910720,10,6,8, ,5,1,25230.68
20060910750,9,6,7, ,4,3,28780.92
20060910750,6,6,7, ,4,3,28780.92
20060910760,5,6,4, ,12,4,51885.42
20060910770,11,6,1, ,8,3,19982.6
20060910780,15,6,1,6,5,1,13184.78
20060910780,10,6,1, ,5,1,13184.78
20060910790,16,6,3,6,4,0,15154.36
20060910790,13,6,3,6,4,0,15154.36
20060910800,6,6,5, ,3,1,15026.72
20060910830,13,6,5,6,5,2,14944.92
20060910830,6,6,5, ,5,2,14944.92
20060910830,5,6,5, ,5,2,14944.92
20060910870,53,6,11,5,4,0,269260.2
20060910870,12,6,11,6,4,0,269260.2
20060910880,54,6,11,3,1,0,31932.27
20060910890,11,6,3, ,4,3,16359.05
20060910890,5,6,3, ,4,3,16359.05
20060910970,14,6,7,6,3,0,20272.33
20060910980,22,6,10,6,7,1,219995.56
20060910980,20,6,10,6,7,1,219995.56
20060911000,32,6,5,2,3,0,41105.05
20060911000,16,6,5,6,3,0,41105.05
20060911020,15,6,7,6,4,0,35901.36
20060911040,22,6,7,6,4,0,32969.42
20060911040,19,6,7,6,4,0,32969.42
20060911100,7,6,9, ,4,2,25130.95
20060911110,17,6,7,6,3,0,158065.71
20060911130,28,6,10,5,4,0,89653.67
20060911130,26,6,10,5,4,0,89653.67
20060911130,21,6,10,6,4,0,89653.67
20060911130,24,6,10,6,4,0,89653.67
20060911180,15,6,10,6,5,0,48616.43
20060911250,18,6,7,6,4,1,36368.08
20060911250,5,6,7, ,4,1,36368.08
20060911310,9,6,7, ,4,2,24431.88
20060911310,7,6,7, ,4,2,24431.88
20060911320,19,6,9,6,6,0,34245.91
20060911320,18,6,9,6,6,0,34245.91
20060911320,16,6,9,6,6,0,34245.91
20060911320,12,6,9,6,6,0,34245.91
20060911330,17,6,5,6,4,0,30167.12
20060911340,10,6,4, ,5,3,7920.74
20060911350,6,6,6, ,4,2,25308.48
20060920010,20,6,10,6,3,0,57568.32
20060920030,11,6,5, ,4,2,14147.61
20060920030,7,6,5, ,4,2,14147.61
20060920070,15,6,10,6,4,1,137921.96
20060920070,11,6,10, ,4,1,137921.96
20060920090,17,6,3,6,4,0,28139.91
20060920130,34,6,5,6,3,0,54947.21
20060920160,5,6,5, ,4,2,16002.67
20060920210,6,6,5, ,3,1,40529.73
20060920220,27,6,7,6,5,1,26207.24
20060920220,22,6,7,6,5,1,26207.24
20060920220,6,6,7, ,5,1,26207.24
20060920240,22,6,3,6,5,0,26608.53
20060920260,14,6,5,6,4,1,27701.38
20060920260,8,6,5, ,4,1,27701.38
20060920290,15,6,3,6,2,0,9692.9
20060920320,16,6,9,6,3,1,31830.9
20060920320,9,6,9, ,3,1,31830.9
20060920330,11,6,6, ,7,3,41917.12
20060920330,7,6,6, ,7,3,41917.12
20060920340,19,6,10,6,5,0,39124.33
20060920360,15,6,4,6,4,1,39172.18
20060920380,13,6,3,6,4,0,30195.64
20060920400,21,6,3,6,5,0,40731.41
20060920400,19,6,3,6,5,0,40731.41
20060920410,8,6,6, ,6,1,73145.01
20060920420,6,6,4, ,9,1,33855.42
20060920430,17,6,5,6,3,0,16277.49
20060920450,14,6,1,6,9,4,20347.13
20060920450,10,6,1, ,9,4,20347.13
20060920450,7,6,1, ,9,4,20347.13
20060920460,18,6,8,6,4,1,13431.25
20060920460,8,6,8, ,4,1,13431.25
20060920480,6,6,10, ,4,2,40860.47
20060920480,5,6,10, ,4,2,40860.47
20060920490,10,6,3, ,5,2,24968.18
20060920520,19,6,7,6,3,0,30901.34
20060920520,14,6,7,6,3,0,30901.34
20060920540,26,6,3,6,3,0,19181.16
20060920550,22,6,10,6,5,0,19298.03
20060920550,19,6,10,6,5,0,19298.03
20060920560,16,6,5,6,8,2,52243.08
20060920560,16,6,5,6,8,2,52243.08
20060920560,8,6,5, ,8,2,52243.08
20060920570,10,6,1, ,9,1,61085.86
20060920590,18,6,10,6,5,1,29033.26
20060920590,14,6,10,6,5,1,29033.26
20060920600,7,6,6, ,3,1,27483.59
20060920610,8,6,7, ,3,1,26616.63
20060920620,13,6,7,6,5,2,49548.24
20060920620,10,6,7, ,5,2,49548.24
20060920630,8,6,7, ,4,1,30599.09
20060920630,12,6,7,6,4,1,30599.09
20060920670,10,6,5, ,7,3,61437.92
20060920670,8,6,5, ,7,3,61437.92
20060920670,5,6,5, ,7,3,61437.92
20060920680,34,6,4,2,2,0,21654.23
20060920730,22,6,1,6,5,0,101530.92
20060920750,11,6,7, ,5,2,29913.35
20060920750,9,6,7, ,5,2,29913.35
20060920760,5,6,4, ,6,2,45351.95
20060920770,14,6,7,6,7,2,26928.16
20060920770,12,6,7,6,7,2,26928.16
20060920770,8,6,7, ,7,2,26928.16
20060920850,20,6,10,6,4,0,105357.3
20060920850,17,6,10,6,4,0,105357.3
20060920860,21,6,10,6,3,0,38311.78
20060920880,18,6,6,6,4,0,68961.23
20060920940,19,6,7,6,10,5,34430.16
20060920940,16,6,7,6,10,5,34430.16
20060920940,14,6,7,6,10,5,34430.16
20060920940,10,6,7, ,10,5,34430.16
20060920940,8,6,7, ,10,5,34430.16
20060920940,6,6,7, ,10,5,34430.16
20060920940,5,6,7, ,10,5,34430.16
20060920950,8,6,3, ,4,1,26969.44
20060920960,23,6,6,6,5,1,33774.8
20060920970,35,6,9,5,4,2,23187.23
20060920970,6,6,9, ,4,2,23187.23
20060920980,18,6,5,6,4,1,46698.93
20060920980,7,6,5, ,4,1,46698.93
20060920990,5,6,8, ,3,1,13465.56
20060921000,8,6,7, ,4,2,19485.59
20060921010,20,6,4,6,6,1,22583.72
20060921010,16,6,4,6,6,1,22583.72
20060921010,10,6,4, ,6,1,22583.72
20060921030,7,6,4, ,8,3,25105.27
20060921030,7,6,4, ,8,3,25105.27
20060921180,7,6,5, ,4,2,11312.04
20060921180,5,6,5, ,4,2,11312.04
20060921210,12,6,10,6,2,0,39572.09
20060921230,10,6,7, ,3,2,41498.71
20060921260,15,6,11,6,4,0,153448.53
20060921260,22,6,11,6,4,0,153448.53
20060921270,22,6,10,6,7,0,61757.38
20060921270,20,6,10,6,7,0,61757.38
20060921270,18,6,10,6,7,0,61757.38
20060921290,19,6,4,6,7,1,75691.81
20060921290,16,6,4,6,7,1,75691.81
20060930010,5,6,6, ,3,1,34302.1
20060930020,14,6,3,6,4,1,19819.42
20060930020,13,6,3,6,4,1,19819.42
20060930040,24,6,3,6,6,0,34274.83
20060930050,16,6,4,6,4,0,31612.27
20060930050,13,6,4,6,4,0,31612.27
20060930070,21,6,3,6,4,0,41523.74
20060930090,20,6,6,6,5,1,23716.09
20060930090,15,6,6,6,5,1,23716.09
20060930090,11,6,6, ,5,1,23716.09
20060930100,22,6,7,5,3,1,29947.63
20060930120,12,6,7,6,3,1,34732.59
20060930120,10,6,7, ,3,1,34732.59
20060930180,16,6,10,6,4,0,102584.8
20060930220,21,6,10,6,4,0,27423.14
20060930220,18,6,10,6,4,0,27423.14
20060930230,12,6,5,6,7,1,29607.01
20060930230,5,6,5, ,7,1,29607.01
20060930250,15,6,10,6,8,1,109459.3
20060930250,17,6,10,6,8,1,109459.3
20060930250,22,6,10,6,8,1,109459.3
