folio,edad_y,beca,ed_formal,edocony,tot_resi,p0a11,ingtot
20061190930,13,6,3,6,5,0,18147.6
20061190940,16,6,7,6,5,2,46125.23
20061190940,11,6,7, ,5,2,46125.23
20061190950,8,6,5, ,3,1,37626.07
20061190960,15,6,5,6,5,1,28260.0
20061190960,12,6,5,6,5,1,28260.0
20061190960,9,6,5, ,5,1,28260.0
20061190970,39,6,8,5,8,3,23894.39
20061190970,15,6,8,6,8,3,23894.39
20061190970,12,6,8,6,8,3,23894.39
20061190970,11,6,8, ,8,3,23894.39
20061190970,8,6,8, ,8,3,23894.39
20061190980,10,6,5, ,4,2,29641.14
20061190980,6,6,5, ,4,2,29641.14
20061191010,37,6,5,5,5,3,25411.76
20061191010,9,6,5, ,5,3,25411.76
20061191010,7,6,5, ,5,3,25411.76
20061191040,29,6,5,5,4,2,25890.63
20061191050,11,6,4, ,11,4,53278.4
20061191050,9,6,4, ,11,4,53278.4
20061191050,8,6,4, ,11,4,53278.4
20061191060,13,6,10,6,5,0,54241.34
20061191120,14,6,3,6,4,1,23632.3
20061191120,10,6,3, ,4,1,23632.3
20061191150,15,6,5,6,5,1,17167.69
20061191150,14,6,5,6,5,1,17167.69
20061191150,7,6,5, ,5,1,17167.69
20061191170,9,6,1, ,8,3,92128.74
20061191170,7,6,1, ,8,3,92128.74
20061191170,6,6,1, ,8,3,92128.74
20061191180,9,6,1, ,5,1,28128.86
20061191190,7,6,6, ,4,2,22656.28
20061191200,18,6,4,6,5,0,49905.98
20061191220,6,6,5, ,4,2,39799.78
20061191230,13,6,6,6,5,1,19671.59
20061191230,12,6,6,6,5,1,19671.59
20061191230,11,6,6, ,5,1,19671.59
20061191250,8,6,6, ,4,2,36605.8
20061191280,9,6,10, ,4,2,48819.17
20061191290,16,6,9,6,2,0,34366.93
20061191310,10,6,3, ,8,6,14253.98
20061191310,8,6,3, ,8,6,14253.98
20061191310,6,6,3, ,8,6,14253.98
20061191330,15,6,5,6,5,1,31419.64
20061191330,14,6,5,6,5,1,31419.64
20061191330,11,6,5, ,5,1,31419.64
20061191340,16,6,4,6,6,0,52224.86
20061191340,14,6,4,6,6,0,52224.86
20061191360,15,6,9,6,4,0,43251.96
20061191370,25,6,9,6,4,0,160425.58
20061191430,45,6,11,5,7,1,66246.93
20061191430,42,6,11,5,7,1,66246.93
20061191430,20,6,11,6,7,1,66246.93
20061191430,15,6,11,6,7,1,66246.93
20061191430,13,6,11,6,7,1,66246.93
20061191430,12,6,11,6,7,1,66246.93
20061191450,6,6,8, ,4,2,15673.02
20061191450,10,6,8, ,4,2,15673.02
20061191460,7,6,5, ,6,2,34278.83
20061191460,6,6,5, ,6,2,34278.83
20061191470,9,6,3, ,9,4,38376.19
20061191470,6,6,3, ,9,4,38376.19
20061191480,11,6,4, ,6,4,18147.6
20061191480,7,6,4, ,6,4,18147.6
20061191490,15,6,4,6,4,0,23289.45
20061191500,8,6,5, ,5,3,19327.26
20061191500,7,6,5, ,5,3,19327.26
20061191530,17,6,8,6,5,1,14215.7
20061191530,13,6,8,6,5,1,14215.7
20061191530,10,6,8, ,5,1,14215.7
20061191540,20,6,6,6,4,0,67045.45
20061191540,15,6,6,6,4,0,67045.45
20061191550,17,6,7,6,5,0,34783.0
20061191570,10,6,1, ,6,2,47617.33
20061191590,18,6,1,6,2,0,9835.03
20061191600,12,6,1,6,14,4,22848.36
20061191600,11,6,1, ,14,4,22848.36
20061191600,11,6,1, ,14,4,22848.36
20061191600,5,6,1, ,14,4,22848.36
20061191620,8,6,5, ,7,5,17804.9
20061191640,11,6,6, ,4,1,26213.35
20061191650,5,6,4, ,4,1,17260.4
20061191660,13,6,4,6,6,2,19455.29
20061191660,10,6,4, ,6,2,19455.29
20061191660,7,6,4, ,6,2,19455.29
20061191680,9,6,5, ,4,2,20420.13
20061191680,7,6,5, ,4,2,20420.13
20061191690,6,6,3, ,4,2,14044.3
20061191700,12,6,6,6,3,1,31793.64
20061191700,10,6,6, ,3,1,31793.64
20061191720,14,6,5,6,3,0,12723.52
20061191740,16,6,3,6,6,1,29143.07
20061191740,10,6,3, ,6,1,29143.07
20061191750,12,6,4,6,4,1,17638.54
20061191750,11,6,4, ,4,1,17638.54
20061191760,12,6,5,6,5,2,21731.33
20061191760,5,6,5, ,5,2,21731.33
20061191760,5,6,5, ,5,2,21731.33
20061191770,14,6,3,6,5,0,16030.41
20061191770,13,6,3,6,5,0,16030.41
20061191780,8,6,3, ,5,4,19659.93
20061191780,5,6,3, ,5,4,19659.93
20061191800,14,6,3,6,6,1,17240.24
20061191800,5,6,3, ,6,1,17240.24
20061191810,14,6,4,6,5,1,11100.31
20061191810,12,6,4,6,5,1,11100.31
20061191810,8,6,4, ,5,1,11100.31
20061191820,6,6,1, ,9,2,19700.29
20061191830,11,6,3, ,3,2,14518.12
20061191830,7,6,3, ,3,2,14518.12
20061191840,16,6,5,6,4,1,17089.02
20061191840,15,6,5,6,4,1,17089.02
20061191840,10,6,5, ,4,1,17089.02
20061191880,12,6,3,6,4,1,36295.2
20061191880,11,6,3, ,4,1,36295.2
20061191880,24,6,3,6,4,1,36295.2
20061191890,41,6,5,5,10,3,10238.3
20061191890,18,6,5,6,10,3,10238.3
20061191890,18,6,5,6,10,3,10238.3
20061191890,6,6,5, ,10,3,10238.3
20061191920,8,6,10, ,4,2,148961.82
20061191920,6,6,10, ,4,2,148961.82
20061191930,9,6,5, ,7,5,163554.44
20061191930,7,6,5, ,7,5,163554.44
20061191960,19,6,5,6,4,0,31801.2
20061191960,14,6,5,6,4,0,31801.2
20061191970,9,6,6, ,5,3,23008.35
20061191970,8,6,6, ,5,3,23008.35
20061191980,12,6,10,6,4,0,67292.48
20061191980,18,6,10,6,4,0,67292.48
20061192000,10,6,11, ,5,3,53333.9
20061192000,9,6,11, ,5,3,53333.9
20061192000,5,6,11, ,5,3,53333.9
20061192020,7,6,3, ,3,2,11352.43
20061192030,7,6,4, ,4,3,9673.7
20061192050,8,6,4, ,3,2,4839.41
20061192070,8,6,3, ,6,4,8761.28
20061192070,6,6,3, ,6,4,8761.28
20061192080,8,6,4, ,5,1,12264.78
20061192100,6,6,4, ,10,4,20026.11
20061192100,5,6,4, ,10,4,20026.11
20061192110,5,6,3, ,7,1,6114.75
20061192150,6,6,3, ,3,2,13996.89
20061192190,8,6,1, ,4,2,9164.59
20061192190,7,6,1, ,4,2,9164.59
20061210010,6,6,1, ,3,1,23535.34
20061210020,6,6,1, ,11,4,34155.16
20061210030,9,6,7, ,5,3,8925.48
20061210030,6,6,7, ,5,3,8925.48
20061210030,5,6,7, ,5,3,8925.48
20061210080,11,6,8, ,5,2,21520.87
20061210090,16,6,5,6,3,0,10630.79
20061210100,16,6,1,6,5,0,13760.69
20061210100,17,6,1,6,5,0,13760.69
20061210110,15,6,7,6,4,1,24392.5
20061210110,9,6,7, ,4,1,24392.5
20061210120,13,6,6,6,4,1,40987.4
20061210150,5,6,7, ,4,2,30715.61
20061210200,10,6,3, ,6,4,25380.27
20061210200,7,6,3, ,6,4,25380.27
20061210200,5,6,3, ,6,4,25380.27
20061210220,7,6,4, ,9,4,7065.57
20061210220,5,6,4, ,9,4,7065.57
20061210230,8,6,1, ,9,5,4495.66
20061210230,7,6,1, ,9,5,4495.66
20061210230,5,6,1, ,9,5,4495.66
20061210240,8,6,3, ,10,5,18152.63
20061210240,6,6,3, ,10,5,18152.63
20061210270,6,6,4, ,8,6,8278.25
20061210290,8,6,3, ,9,3,6744.51
20061210290,6,6,3, ,9,3,6744.51
20061210320,9,6,4, ,5,2,44636.34
20061210320,5,6,4, ,5,2,44636.34
20061210340,6,6,4, ,7,4,9244.59
20061210380,7,6,3, ,6,3,4522.58
20061210410,12,6,1,6,6,0,5832.95
20061210430,16,6,1,6,6,1,8169.06
20061210430,14,6,1,6,6,1,8169.06
20061210430,12,6,1,6,6,1,8169.06
20061210430,10,6,1, ,6,1,8169.06
20061210440,8,6,1, ,5,1,12672.19
20061210450,8,6,1, ,10,6,9523.31
20061210450,7,6,1, ,10,6,9523.31
20061210460,10,6,1, ,6,3,10263.3
20061210480,11,6,1, ,8,4,6427.34
20061210480,8,6,1, ,8,4,6427.34
20061210480,12,6,1,6,8,4,6427.34
20061210480,10,6,1, ,8,4,6427.34
20061210480,6,6,1, ,8,4,6427.34
20061210490,7,6,4, ,6,3,3974.07
20061210500,5,6,4, ,5,3,18388.0
20061210510,8,6,3, ,5,3,21100.5
20061210540,14,6,7,6,6,2,204508.1
20061210540,12,6,7,6,6,2,204508.1
20061210540,9,6,7, ,6,2,204508.1
20061210540,8,6,7, ,6,2,204508.1
20061210560,12,6,4,6,5,1,30887.65
20061210570,11,6,7, ,3,1,44517.68
20061210580,16,6,7,6,4,2,43718.88
20061210580,10,6,7, ,4,2,43718.88
20061210580,6,6,7, ,4,2,43718.88
20061210590,21,6,1,6,7,1,32990.34
20061210640,13,6,10,6,3,0,50604.99
20061210650,11,6,4, ,4,2,15584.17
20061210650,7,6,4, ,4,2,15584.17
20061210660,8,6,4, ,7,3,11219.15
20061210660,6,6,4, ,7,3,11219.15
20061210670,6,6,3, ,8,2,29546.31
20061210680,6,6,3, ,6,2,16047.91
20061210690,7,6,4, ,5,3,13425.11
20061210720,8,6,3, ,5,3,8354.06
20061210720,5,6,3, ,5,3,8354.06
20061210740,10,6,4, ,7,5,8047.86
20061210740,9,6,4, ,7,5,8047.86
20061210780,8,6,9, ,4,2,67300.09
20061210780,6,6,9, ,4,2,67300.09
20061210800,10,6,7, ,6,2,37023.28
20061210800,16,6,7,6,6,2,37023.28
20061210830,12,6,5,6,5,2,14609.86
20061210830,10,6,5, ,5,2,14609.86
20061210830,5,6,5, ,5,2,14609.86
20061210860,30,6,4,6,2,0,23621.1
20061210880,7,6,1, ,7,3,10920.01
20061210880,6,6,1, ,7,3,10920.01
20061210880,21,6,1,6,7,3,10920.01
20061210881,9,6,1, ,7,3,6552.0
20061220040,28,6,10,1,4,0,85515.57
20061220040,36,6,10,1,4,0,85515.57
20061220040,19,6,10,6,4,0,85515.57
20061220050,21,6,3,6,4,1,50546.35
20061220050,10,6,3, ,4,1,50546.35
20061220070,13,6,3,6,8,2,32806.99
20061220070,8,6,3, ,8,2,32806.99
20061220070,5,6,3, ,8,2,32806.99
20061220130,6,6,7, ,3,1,36003.9
20061220140,13,6,4,6,4,0,30839.9
20061220140,12,6,4,6,4,0,30839.9
20061220180,18,6,7,6,2,0,20164.04
20061220190,6,6,3, ,3,1,6856.81
20061220210,25,6,9,5,3,1,16186.67
20061220220,10,6,1, ,6,1,40747.48
20061220230,7,6,7, ,4,2,70523.62
20061220270,6,6,4, ,6,3,8213.85
20061220290,14,6,6,6,5,1,28616.96
20061220290,7,6,6, ,5,1,28616.96
20061220310,10,6,4, ,9,3,13656.11
20061220310,7,6,4, ,9,3,13656.11
20061220310,5,6,4, ,9,3,13656.11
20061220360,6,6,1, ,5,3,21278.08
20061220360,5,6,1, ,5,3,21278.08
20061220370,8,6,4, ,4,2,6547.8
20061220380,9,6,4, ,7,2,24630.86
20061220380,6,6,4, ,7,2,24630.86
20061220390,6,6,1, ,3,2,3671.91
20061220390,8,6,1, ,3,2,3671.91
20061220400,5,6,1, ,4,2,11286.99
20061220410,21,6,9,6,2,0,14820.54
20061220410,20,6,9,6,2,0,14820.54
20061220430,11,6,9, ,5,2,33270.65
20061220430,6,6,9, ,5,2,33270.65
20061220440,14,6,10,6,4,0,52335.7
20061220440,12,6,10,6,4,0,52335.7
20061220460,5,6,5, ,6,2,8566.19
20061220500,9,6,4, ,3,1,4077.23
20061220540,13,6,3,6,6,3,20164.07
20061220540,6,6,3, ,6,3,20164.07
20061220580,21,6,6,6,3,0,22382.09
20061220580,20,6,6,6,3,0,22382.09
20061220590,21,6,10,6,3,0,49825.43
20061220600,12,6,7,6,3,1,22252.14
20061220600,7,6,7, ,3,1,22252.14
20061220620,18,6,5,6,5,2,44607.86
20061220620,9,6,5, ,5,2,44607.86
20061220650,16,6,5,6,2,0,45971.15
20061220670,13,6,3,6,4,0,23546.58
20061220680,11,6,9, ,4,3,4536.92
20061220680,5,6,9, ,4,3,4536.92
20061220690,10,6,3, ,5,2,22454.24
20061220690,5,6,3, ,5,2,22454.24
20061220700,15,6,4,6,4,0,10005.42
20061220730,6,6,3, ,8,2,17391.51
20061220740,18,6,4,6,12,5,19587.36
20061220740,13,6,4,6,12,5,19587.36
20061220740,11,6,4, ,12,5,19587.36
20061220740,9,6,4, ,12,5,19587.36
20061220740,6,6,4, ,12,5,19587.36
20061220740,13,6,4,6,12,5,19587.36
20061220740,10,6,4, ,12,5,19587.36
20061220750,11,6,1, ,3,1,11173.93
20061220770,6,6,10, ,4,2,8078.81
20061220780,11,6,4, ,6,2,8083.81
20061220780,9,6,4, ,6,2,8083.81
20061220790,38,6,10,5,3,0,21853.3
20061220810,13,6,8,6,8,3,22157.23
20061220810,9,6,8, ,8,3,22157.23
20061220820,5,6,1, ,5,3,14291.43
20061220830,13,6,1,6,3,1,3293.31
20061220830,11,6,1, ,3,1,3293.31
20061220840,5,6,3, ,3,2,4679.08
20061220870,6,6,3, ,4,2,4938.2
20061220890,15,6,3,6,5,2,14556.59
20061220900,21,6,2,1,11,3,4698.75
20061220900,18,6,2,6,11,3,4698.75
20061220900,16,6,2,6,11,3,4698.75
20061220900,13,6,2,6,11,3,4698.75
20061220900,10,6,2, ,11,3,4698.75
20061220900,8,6,2, ,11,3,4698.75
20061220900,5,6,2, ,11,3,4698.75
20061220900,17,6,2,1,11,3,4698.75
20061230010,8,6,5, ,4,3,9678.73
20061230010,5,6,5, ,4,3,9678.73
20061230030,16,6,4,6,6,1,35086.67
20061230030,15,6,4,6,6,1,35086.67
20061230030,8,6,4, ,6,1,35086.67
20061230040,11,6,1, ,5,3,18936.22
20061230040,10,6,1, ,5,3,18936.22
20061230040,8,6,1, ,5,3,18936.22
20061230050,6,6,5, ,4,2,6789.74
20061230050,5,6,5, ,4,2,6789.74
20061230060,24,6,7,5,5,3,17945.99
20061230060,11,6,7, ,5,3,17945.99
20061230060,7,6,7, ,5,3,17945.99
20061230070,20,6,8,6,4,0,29993.98
20061230070,16,6,8,6,4,0,29993.98
20061230080,24,6,10,5,7,1,22180.45
20061230080,21,6,10,5,7,1,22180.45
20061230080,21,6,10,6,7,1,22180.45
20061230080,19,6,10,6,7,1,22180.45
20061230090,9,6,4, ,6,3,17711.07
20061230090,8,6,4, ,6,3,17711.07
20061230090,5,6,4, ,6,3,17711.07
20061230120,6,6,7, ,3,1,58195.89
20061230130,5,6,5, ,4,1,8357.54
20061230160,6,6,7, ,3,1,6991.9
20061230190,5,6,4, ,7,2,29530.31
20061230210,6,6,1, ,5,2,11352.35
20061230220,17,6,1,6,8,1,16111.06
20061230230,6,6,7, ,5,3,13913.18
20061230240,20,6,7,6,4,0,19055.0
20061230240,18,6,7,6,4,0,19055.0
20061230240,15,6,7,6,4,0,19055.0
20061230240,14,6,7,6,4,0,19055.0
20061230250,8,6,1, ,4,1,5141.84
20061230280,6,6,3, ,5,4,6225.65
20061230300,15,6,1,6,5,0,10931.96
20061230300,14,6,1,6,5,0,10931.96
20061230310,8,6,4, ,5,2,10655.73
20061230350,10,6,4, ,6,4,9309.25
20061230350,8,6,4, ,6,4,9309.25
20061230371,12,6,1,6,6,3,3369.41
20061230371,11,6,1, ,6,3,3369.41
20061230390,9,6,4, ,5,3,15283.33
20061230390,7,6,4, ,5,3,15283.33
20061230400,8,6,4, ,5,3,9209.94
20061230410,9,6,3, ,7,3,17642.16
20061230420,11,6,4, ,4,1,9071.9
20061230430,8,6,1, ,4,2,15718.87
20061230430,6,6,1, ,4,2,15718.87
20061230450,6,6,3, ,5,3,6677.36
20061230500,24,6,1,6,3,0,22164.36
20061230530,23,6,5,6,5,1,7798.46
20061230530,17,6,5,6,5,1,7798.46
20061230580,10,6,4, ,5,3,14508.05
20061230580,8,6,4, ,5,3,14508.05
20061230580,5,6,4, ,5,3,14508.05
20061230600,20,6,3,6,5,0,46654.62
20061230610,15,6,10,6,6,1,29217.68
20061230610,6,6,10, ,6,1,29217.68
20061230620,22,6,10,5,4,0,46829.0
20061230680,20,6,6,6,4,1,62861.34
20061230690,10,6,7, ,5,2,21952.11
20061230690,14,6,7,6,5,2,21952.11
20061230690,7,6,7, ,5,2,21952.11
20061230700,9,6,4, ,7,6,13113.78
20061230700,7,6,4, ,7,6,13113.78
20061230700,6,6,4, ,7,6,13113.78
20061230711,8,6,4, ,6,4,9369.32
20061230711,7,6,4, ,6,4,9369.32
20061230720,8,6,4, ,10,4,22156.46
20061230720,7,6,4, ,10,4,22156.46
20061230730,5,6,4, ,9,1,16785.68
20061230800,18,6,3,6,5,1,15980.01
20061230840,14,6,10,6,6,1,62932.04
20061230850,10,6,4, ,11,4,17689.92
20061230850,9,6,4, ,11,4,17689.92
20061230851,6,6,1, ,5,3,6675.31
20061230860,7,6,5, ,4,2,27191.2
20061230870,17,6,10,6,4,0,30321.7
20061230870,16,6,10,6,4,0,30321.7
20061230870,13,6,10,6,4,0,30321.7
20061240040,48,6,9,4,2,0,10586.13
20061240040,19,6,9,6,2,0,10586.13
20061240120,6,6,3, ,4,1,31808.76
20061240130,12,6,3,6,5,2,6331.53
20061240130,9,6,3, ,5,2,6331.53
20061240130,7,6,3, ,5,2,6331.53
20061240140,15,6,7,6,4,1,74054.47
20061240140,5,6,7, ,4,1,74054.47
20061240150,7,6,6, ,5,3,18591.36
20061240170,14,6,10,6,8,4,12903.99
20061240170,12,6,10,6,8,4,12903.99
20061240170,9,6,10, ,8,4,12903.99
20061240170,7,6,10, ,8,4,12903.99
20061240170,5,6,10, ,8,4,12903.99
20061240190,8,6,1, ,7,2,9698.92
20061240200,8,6,1, ,5,3,7152.2
20061240200,6,6,1, ,5,3,7152.2
20061240210,20,6,8,5,4,1,22462.81
20061240220,8,6,5, ,5,2,4354.5
20061240220,16,6,5,6,5,2,4354.5
20061240230,6,6,10, ,4,1,55330.61
20061240250,5,6,7, ,6,3,11009.55
20061240260,15,6,10,6,4,1,94266.85
20061240260,10,6,10, ,4,1,94266.85
20061240300,10,6,1, ,2,1,10567.01
20061240302,8,6,5, ,6,4,38066.34
20061240302,6,6,5, ,6,4,38066.34
20061240302,6,6,5, ,6,4,38066.34
20061240310,16,6,7,6,8,1,27060.14
20061240310,14,6,7,6,8,1,27060.14
20061240330,46,6,10,5,4,0,59451.06
20061240330,17,6,10,6,4,0,59451.06
20061240330,13,6,10,6,4,0,59451.06
20061240400,11,6,4, ,5,1,18905.87
20061240420,18,6,1,6,3,0,2804.85
20061240430,8,6,1, ,8,3,2707.03
20061240430,6,6,1, ,8,3,2707.03
20061240440,6,6,5, ,4,2,4335.28
20061240450,14,6,3,6,6,2,2470.11
20061240450,12,6,3,6,6,2,2470.11
20061240450,10,6,3, ,6,2,2470.11
20061240450,8,6,3, ,6,2,2470.11
20061240460,8,6,1, ,7,5,5627.8
20061240460,7,6,1, ,7,5,5627.8
20061240470,9,6,4, ,6,4,3972.38
20061240470,7,6,4, ,6,4,3972.38
20061240470,5,6,4, ,6,4,3972.38
20061240480,15,6,4,6,7,2,4203.22
20061240480,13,6,4,6,7,2,4203.22
20061240480,12,6,4,6,7,2,4203.22
20061240480,10,6,4, ,7,2,4203.22
20061240480,8,6,4, ,7,2,4203.22
20061240490,10,6,1, ,4,1,3173.81
20061240500,8,6,1, ,12,5,7233.91
20061240500,6,6,1, ,12,5,7233.91
20061240500,9,6,1, ,12,5,7233.91
20061240520,16,6,10,6,5,1,34782.98
20061240520,12,6,10,6,5,1,34782.98
20061240570,5,6,4, ,5,3,7349.8
20061240590,10,6,4, ,6,1,10596.22
20061240610,5,6,3, ,7,3,18508.56
20061240620,7,6,3, ,4,2,4996.66
20061240620,6,6,3, ,4,2,4996.66
20061240630,8,6,7, ,6,2,61626.26
20061240661,7,6,5, ,4,2,9217.0
20061240662,6,6,7, ,3,1,19173.98
20061240670,13,6,6,6,6,2,7714.76
20061240670,12,6,6,6,6,2,7714.76
20061240670,10,6,6, ,6,2,7714.76
20061240670,9,6,6, ,6,2,7714.76
20061240690,31,6,4,6,5,0,25857.85
20061240690,13,6,4,6,5,0,25857.85
20061240700,15,6,6,6,5,2,20206.38
20061240700,9,6,6, ,5,2,20206.38
20061240700,7,6,6, ,5,2,20206.38
20061240730,18,6,4,6,5,1,21834.63
20061240730,7,6,4, ,5,1,21834.63
20061240740,6,6,10, ,4,2,14724.84
20061240820,14,6,1,6,6,1,6105.73
20061240820,6,6,1, ,6,1,6105.73
20061240830,8,6,1, ,8,4,3801.93
20061240840,9,6,1, ,8,2,9713.03
20061240880,7,6,3, ,7,4,5953.44
20061240890,9,6,3, ,5,3,3578.12
20061240890,5,6,3, ,5,3,3578.12
20061250020,26,6,6,1,6,2,36699.63
20061250020,5,6,6, ,6,2,36699.63
20061250060,5,6,4, ,4,2,33293.33
20061250080,15,6,5,6,5,2,17086.43
20061250080,10,6,5, ,5,2,17086.43
20061250080,7,6,5, ,5,2,17086.43
20061250090,14,6,4,6,6,1,24466.41
20061250090,9,6,4, ,6,1,24466.41
20061250100,10,6,3, ,3,1,24917.64
20061250120,27,6,10,6,3,0,146196.83
20061250120,16,6,10,6,3,0,146196.83
20061250160,20,6,4,6,6,0,15462.97
20061250160,16,6,4,6,6,0,15462.97
20061250170,19,6,8,6,6,1,32030.94
20061250170,16,6,8,6,6,1,32030.94
20061250170,14,6,8,6,6,1,32030.94
20061250170,10,6,8, ,6,1,32030.94
20061250180,5,6,3, ,5,1,6819.54
20061250190,6,6,1, ,7,4,19763.64
20061250210,5,6,1, ,6,2,7606.14
20061250220,7,6,3, ,7,4,8427.86
20061250220,6,6,3, ,7,4,8427.86
20061250240,7,6,3, ,7,5,7757.05
20061250250,8,6,4, ,7,5,4301.66
20061250250,6,6,4, ,7,5,4301.66
20061250260,5,6,3, ,5,3,7843.27
20061250270,11,6,4, ,8,6,25320.71
20061250270,9,6,4, ,8,6,25320.71
20061250270,7,6,4, ,8,6,25320.71
20061250270,5,6,4, ,8,6,25320.71
20061250280,7,6,3, ,6,4,5085.8
20061250280,5,6,3, ,6,4,5085.8
20061250290,15,6,1,6,4,0,13180.76
20061250300,12,6,5,6,4,2,12056.78
20061250300,8,6,5, ,4,2,12056.78
20061250310,7,6,5, ,7,2,9592.04
20061250320,8,6,1, ,3,1,5149.52
20061250330,13,6,5,6,5,1,17103.54
20061250330,11,6,5, ,5,1,17103.54
20061250350,21,6,8,6,6,0,62178.76
20061250380,21,6,5,6,7,2,34393.37
20061250380,5,6,5, ,7,2,34393.37
20061250420,15,6,7,6,4,1,43864.24
20061250420,6,6,7, ,4,1,43864.24
20061250430,5,6,1, ,4,1,25324.57
20061250460,8,6,4, ,3,1,13561.79
20061250480,5,6,7, ,3,1,15176.19
20061250500,6,6,3, ,6,5,9255.11
20061250520,5,6,4, ,10,3,35037.34
20061250530,9,6,1, ,10,4,13399.89
20061250530,7,6,1, ,10,4,13399.89
20061250530,5,6,1, ,10,4,13399.89
20061250550,8,6,5, ,8,4,8726.74
20061250550,6,6,5, ,8,4,8726.74
20061250580,9,6,4, ,5,3,6948.88
20061250580,7,6,4, ,5,3,6948.88
20061250590,16,6,5,6,5,1,18149.26
20061250590,15,6,5,6,5,1,18149.26
20061250610,11,6,7, ,5,3,26627.32
20061250610,6,6,7, ,5,3,26627.32
20061250680,9,6,10, ,3,1,30984.12
20061250690,15,6,4,6,5,1,12624.26
20061250690,7,6,4, ,5,1,12624.26
20061250710,22,6,3,6,5,0,11831.69
20061250710,18,6,3,6,5,0,11831.69
20061250720,12,6,3,6,4,2,11525.83
20061250720,11,6,3, ,4,2,11525.83
20061250720,6,6,3, ,4,2,11525.83
20061250750,6,6,4, ,4,2,15739.74
20061250810,5,6,8, ,3,1,14093.28
20061250830,17,6,1,6,9,1,8621.48
20061260010,5,6,5, ,4,2,132569.64
20061260030,17,6,7,6,5,1,36378.9
20061260030,14,6,7,6,5,1,36378.9
20061260030,10,6,7, ,5,1,36378.9
20061260080,19,6,5,6,7,3,23463.69
20061260080,10,6,5, ,7,3,23463.69
20061260080,9,6,5, ,7,3,23463.69
20061260090,11,6,5, ,4,2,25589.53
20061260090,7,6,5, ,4,2,25589.53
20061260140,10,6,1, ,3,1,10829.41
20061260170,6,6,1, ,6,3,10486.5
20061260170,5,6,1, ,6,3,10486.5
20061260180,5,6,4, ,8,3,12698.53
20061260190,8,6,4, ,6,1,13757.45
20061260220,9,6,4, ,8,4,4244.53
20061260220,6,6,4, ,8,4,4244.53
20061260250,7,6,3, ,5,3,4043.98
20061260250,5,6,3, ,5,3,4043.98
20061260300,5,6,1, ,4,2,3459.39
20061260330,12,6,1,6,6,1,15094.97
20061260330,6,6,1, ,6,1,15094.97
20061260350,10,6,1, ,7,4,17086.39
20061260350,8,6,1, ,7,4,17086.39
20061260350,6,6,1, ,7,4,17086.39
20061260360,11,6,3, ,4,2,15221.29
20061260370,18,6,4,6,4,0,12020.67
20061260390,17,6,10,6,5,2,143469.56
20061260410,7,6,5, ,4,2,23203.01
20061260420,9,6,10, ,3,1,94406.1
20061260430,48,6,10,5,3,0,66179.67
20061260440,20,6,3,6,8,1,46757.48
20061260461,6,6,5, ,5,3,15030.77
20061260490,17,6,6,6,5,1,66380.48
20061260490,10,6,6, ,5,1,66380.48
20061260550,6,6,6, ,6,2,128528.79
20061260560,19,6,4,6,3,0,28778.14
20061260570,8,6,9, ,2,1,38307.09
20061260590,8,6,4, ,6,4,6138.69
20061260590,6,6,4, ,6,4,6138.69
20061260610,6,6,3, ,6,3,19592.23
20061260620,9,6,3, ,8,7,3669.96
20061260620,8,6,3, ,8,7,3669.96
20061260620,7,6,3, ,8,7,3669.96
20061260620,6,6,3, ,8,7,3669.96
20061260640,8,6,3, ,6,3,9600.07
20061260650,7,6,4, ,7,3,22460.53
20061260660,12,6,4,6,7,4,11142.23
20061260660,11,6,4, ,7,4,11142.23
20061260660,9,6,4, ,7,4,11142.23
20061260660,6,6,4, ,7,4,11142.23
20061260671,7,6,3, ,3,2,5334.47
20061260680,12,6,3,6,6,3,29419.98
20061260680,11,6,3, ,6,3,29419.98
20061260680,10,6,3, ,6,3,29419.98
20061260680,8,6,3, ,6,3,29419.98
20061260690,8,6,1, ,9,3,23765.49
20061260710,17,6,4,6,3,1,19379.67
20061260710,7,6,4, ,3,1,19379.67
20061260730,6,6,3, ,6,4,8834.0
20061260760,17,6,5,6,3,0,23694.28
20061260780,31,6,5,6,3,0,32274.1
20061260800,19,6,4,6,3,0,17627.96
20061260810,6,6,7, ,4,1,11525.83
20061260810,12,6,7,6,4,1,11525.83
20061260840,10,6,1, ,8,2,11713.91
20061260840,6,6,1, ,8,2,11713.91
20061260870,7,6,1, ,3,2,4403.5
20061260880,9,6,1, ,8,6,3337.09
20061260880,7,6,1, ,8,6,3337.09
20061260880,5,6,1, ,8,6,3337.09
20061260930,14,6,3,6,5,0,5441.77
20061270010,25,6,4,6,5,0,57155.12
20061270030,11,6,5, ,10,5,38122.48
20061270030,8,6,5, ,10,5,38122.48
20061270040,20,6,7,5,3,1,19051.79
20061270080,5,6,1, ,5,2,31575.88
20061270090,11,6,1, ,6,2,14306.37
20061270110,13,6,6,6,3,0,58674.38
20061270140,21,6,9,6,3,0,49634.77
20061270150,11,6,1, ,4,2,11541.35
20061270160,18,6,10,6,4,1,35496.29
20061270160,9,6,10, ,4,1,35496.29
20061270210,15,6,5,6,3,0,40209.11
20061270230,16,6,6,6,6,1,33691.39
20061270230,14,6,6,6,6,1,33691.39
20061270230,12,6,6,6,6,1,33691.39
20061270230,9,6,6, ,6,1,33691.39
20061270260,15,6,5,6,5,3,16483.73
